Description,Extension,Category,MIME type
Creo Elements/Pro versioned data,0.48,Various data,Unknown
Apple Mac trash container,.trashes,Various data,Unknown
Silva import and export data,.slv,Various data,Unknown
Creo Elements/Pro versioned data,0.27,Various data,Unknown
Evernote data,.reco,Various data,Unknown
Adobe data,.adobepassdb_3,Various data,Unknown
REW measurement data,.mdat,Various data,Unknown
Possibly any data file created in 2014,0.2014,Various data,Unknown
ProfExam exam data,.exam,Various data,Unknown
Audacity project,.aud,Various data,Unknown
Microsoft Windows system data,.lm,Various data,Unknown
Lotus Notes database,.nsf,Various data,application/vnd.lotus-notes
Sony camera metadata,.sonyvid,Various data,Unknown
SDL Trados Studio glossary data,.tbx,Various data,Unknown
SpeedView meta object,.spmo,Various data,Unknown
IBM Embedded ViaVoice voice type languages script,0.8,Various data,Unknown
Print Artist project,.pa,Various data,Unknown
ReaGeniX Consistency check support data,.v,Various data,Unknown
CPU-Z validation data,.cvf,Various data,Unknown
CocosBuilder data,.ccbi,Various data,Unknown
PonyProg device data,.e2p,Various data,Unknown
HTML server side include data file,.stm,Various data,Unknown
Electronic Source Company Fabmaster data,.fab,Various data,Unknown
Pro Tools session data,.ptf,Various data,Unknown
Oracle Database loader data,.ldt,Various data,Unknown
iMovie library related data,.imovieevent,Various data,Unknown
Apple iOS backup manifest file,.mbdb,Various data,Unknown
ClozePro quiz archive,.czp,Various data,Unknown
Google Android compiled ROM,.nb0,Various data,Unknown
Microsoft BizTalk RFID log,.e2e,Various data,Unknown
IntelliJ project XML data,.ipr,Various data,Unknown
Crystal Reports data connection,.ttx,Various data,Unknown
SofTest exam data,.xmzx,Various data,Unknown
ArcSoft Print Creations data,.zprj,Various data,Unknown
nVidia nTune benchmark data,.nsz,Various data,Unknown
SAP2000 model,.sdb,Various data,Unknown
Winfunktion Mathematik v8.0 Julia fractal file,0.223,Various data,Unknown
Winfunktion Mathematik v8.0 Julia fractal data file,0.206,Various data,Unknown
Virtual Volumes View data file,.vvv,Various data,Unknown
Vassal module,.vmod,Various data,Unknown
honestech VHS to DVD project,.ilj,Various data,Unknown
Youtube API video information,.unknown_video,Various data,Unknown
Better File Rename droplet,.dpt,Various data,Unknown
Bosch Crash Data Retrieval data format,.cdrx,Various data,Unknown
HAMIC data,.hmc,Various data,Unknown
MDict dictionary,.mdx,Various data,Unknown
Primavera Project Management Propriety Exchange Format,.xer,Various data,application/patch-ops-error+xml
Indigo Studio data,.story,Various data,Unknown
Microsoft Silverlight server side data,.cxml,Various data,Unknown
ER Data model,.erx,Various data,Unknown
JCAMP Spectroscopic Data Exchange Format,.dx,Various data,Unknown
Revit external group data,.rvg,Various data,Unknown
Lexicon data,.lex,Various data,Unknown
CorelDRAW Corel PHOTO-PAINT 10 custom gradients data,.crv,Various data,Unknown
dBASE IV Aldus setup control data,.ctl,Various data,Unknown
Skype data,.skype,Various data,Unknown
Magix Music Studio rap data,.rap,Various data,Unknown
MindMapper brainstorm and visual map,.twd,Various data,application/vnd.simtech-mindmapper
InstallShield project,.ism,Various data,Unknown
Papyrus database,.bib,Various data,Unknown
Alpha Five image library,.bmt,Various data,Unknown
Adobe Acrobat dictionary,.env,Various data,Unknown
Nearly Raw Raster Data,.nrrd,Various data,Unknown
Skymap data file,.srt,Various data,Unknown
RapidExam test,.exm,Various data,Unknown
SPARQL Query Results XML format result,.srx,Various data,application/sparql-results+xml
Protel PCB library,.pcblib,Various data,Unknown
Basic compiled program,.bac,Various data,Unknown
Reaction-data file,.rd,Various data,Unknown
ACDSee thumbnail database,.dtf,Various data,Unknown
MenuPro restaurant menu design file,.men,Various data,Unknown
EON Studio data,.eop,Various data,Unknown
Screensaver temporary data,.!,Various data,Unknown
Microsoft Live Messenger data,.v2,Various data,Unknown
Proton Plus compiler data,.pbe,Various data,Unknown
Apple Photos data,.lij,Various data,Unknown
Creo Elements/Pro versioned data,0.54,Various data,Unknown
Tier2 data,.t2s,Various data,Unknown
JMeter test results data,.jtl,Various data,Unknown
Framework database,.fw,Various data,Unknown
PanaVue ImageAssembler project,.pia,Various data,Unknown
Winfunktion Mathematik v8.0 Julia fractal data,0.203,Various data,Unknown
Windows Photo Gallery user data,.state,Various data,Unknown
Clarion for Windows ship list,.shp,Various data,Unknown
SATURN Suite data,.ufc,Various data,Unknown
XL2 data file,.hts,Various data,Unknown
JPEG bitmap image,.jpg,Misc file extensions,image/pjpeg
Associated Signature Container (ASiC-E),.asice,Misc file extensions,Unknown
JPEG bitmap image format,.jpeg,Misc file extensions,image/pjpeg
Yamaha general style data,.sty,Misc file extensions,Unknown
Sony PlayStation Portable firmware image,.pbp,Misc file extensions,Unknown
SMILES chemical modeller input,.smiles,Misc file extensions,Unknown
Oops file,.oops,Misc file extensions,Unknown
Modula M2sds data,.syx,Misc file extensions,Unknown
X-Windows dump file,.xdm,Misc file extensions,application/vnd.syncml.dm+xml
WinRail track design file,.ral,Misc file extensions,Unknown
Yamaha Tyros4 audio data,.uvd,Misc file extensions,Unknown
Atari Jaguar GPU (TOM) object code,.og,Misc file extensions,Unknown
Bink Tools Full Motion Video,.fmv,Misc file extensions,Unknown
iriver iQuickList playlist file,.pla,Misc file extensions,Unknown
Quantum GIS project,.qgis,Misc file extensions,Unknown
Unicode TrueType font,.ufm,Misc file extensions,Unknown
IBM Voice Type languages map data,.bnf,Misc file extensions,Unknown
RenderMan compiled file,.slo,Misc file extensions,Unknown
INMOS bootable file,.btl,Misc file extensions,Unknown
BSC intermediate object,.bo,Misc file extensions,Unknown
Netscape Communicator addressbook,.nab,Misc file extensions,Unknown
Internet Security and Acceleration Server summary,.ils,Misc file extensions,Unknown
KSDev ThemeEngine theme,.uskn,Misc file extensions,Unknown
Win95 Cover Page Editor Fax cover sheet file,.cpe,Misc file extensions,Unknown
Magix Musstu file,.hdp,Misc file extensions,Unknown
EDraw Max file format,.fce,Misc file extensions,Unknown
ZyXEL voice data,.zdv,Misc file extensions,Unknown
DNA Probe data,.dna,Misc file extensions,application/vnd.dna
inSORS IG Client meeting file,.igm,Misc file extensions,Unknown
Chromeleon Quantification Method file,.qnt,Misc file extensions,Unknown
Ulead Cool 3D plugins board file,.up2,Misc file extensions,Unknown
Microsoft QuickBasic library file,.qlb,Misc file extensions,Unknown
Sharkport saved game,.ps2,Misc file extensions,Unknown
Three Degrees screen capture,.wnk,Misc file extensions,Unknown
Dynojet map file,.djm,Misc file extensions,Unknown
Apple Mac OS X AirPort base station binary file,.basebinary,Misc file extensions,Unknown
Sonic CineVision encoding session file,.cvn,Misc file extensions,Unknown
Bookmark Exchange Language file,.xbel,Misc file extensions,Unknown
CATALYST text parsing rules file,.ctr,Misc file extensions,Unknown
HMI historical Log file,.lgh,Misc file extensions,Unknown
Roxio PhotoSuite project file,.dmsp,Misc file extensions,Unknown
Creo Elements/Pro versioned data,0.249,Misc file extensions,Unknown
Bink inbound history file,.ihs,Misc file extensions,Unknown
MDL Molchemical modeller data,.mdl,Misc file extensions,Unknown
Heredis file,.h10,Misc file extensions,Unknown
Frogans Short-cut file,.ltf,Misc file extensions,application/vnd.frogans.ltf
Kill file,.kill,Misc file extensions,Unknown
Bink video subtitles,.rum,Misc file extensions,Unknown
Spatial Archive Interchange Format,.saif,Misc file extensions,Unknown
Windows Virtual PC backup,.vpcbackup,Misc file extensions,Unknown
Nikon Capture noise reduction file,.nnr,Misc file extensions,Unknown
Pinphone 3GS cower flow image file,.fay,Misc file extensions,Unknown
SureThing Office Labeler document file,.dsn,Misc file extensions,Unknown
Process Revolution Object Library file,.prl,Misc file extensions,Unknown
Atari Jaguar CRY-format graphic image,.cry,Misc file extensions,Unknown
Mistaken RZ file,.rzip,Misc file extensions,Unknown
Mistaken Guitar Pro file format,.gp6,Misc file extensions,Unknown
CALS ISO 8613 bitmap graphics,.iso,Misc file extensions,application/x-iso9660-image
Commodore 64 tunes and sound effects file,.sid,Misc file extensions,Unknown
NanoZoomer digital image,.ndpis,Misc file extensions,Unknown
Smacker compressed video data,.zrb,Misc file extensions,Unknown
Mistaken NTI disk file,.ntí,Misc file extensions,Unknown
Globe ransomware affected file,.purge,Misc file extensions,Unknown
HLSW Game Server Tool file,.sslf,Misc file extensions,Unknown
HDRI image,.hdri,Misc file extensions,Unknown
SYNETSIM netlist file,.net,Misc file extensions,Unknown
Generation Analysis and Planning file,.gap,Misc file extensions,Unknown
Manifestus ransomware affected file,.fucked,Misc file extensions,Unknown
PADGen file format,.tml,Misc file extensions,Unknown
Heredis file,.h11,Misc file extensions,Unknown
DeathWatch WebCrawler file format,.dw1,Misc file extensions,Unknown
Adobe Android data,.adobepassdb_1-journal,Misc file extensions,Unknown
VAX CPS Backup directory file,.dir,Misc file extensions,application/x-director
Precision Graphics Markup Language file format,.pgml,Misc file extensions,Unknown
MAPIMail file,.map,Misc file extensions,Unknown
The Land Of UM file,.dl_,Misc file extensions,Unknown
Photoline Clut file format,.cu?,Misc file extensions,Unknown
MapChart genetic map data file,.mct,Misc file extensions,Unknown
AIM High briefcase report,.ahb,Misc file extensions,Unknown
WordPress directory name,.wp-admin,Misc file extensions,Unknown
Markdown markup language,.mdml,Misc file extensions,Unknown
Audio Catalyst CD-ROM driver file,.aspi,Misc file extensions,Unknown
PolyEdit file,.etf,Misc file extensions,Unknown
Texas Instruments TI-83/84 Plus group data,.8xg,Misc file extensions,Unknown
X-Setup Pro file,.xppl,Misc file extensions,Unknown
WordPress content folder,.wp-content,Misc file extensions,Unknown
Xilinx software specification file,.mss,Misc file extensions,Unknown
Pazzles Inspiration Studio pazzle pattern,.wpc,Misc file extensions,Unknown
nVidia PortalPlayer firmware update file,.mi4,Misc file extensions,Unknown
Atari Jaguar binary image of a program TEXT segment,.tx,Misc file extensions,Unknown
Nintendo DS sound data,.sseq,Misc file extensions,Unknown
Atari Jaguar Targa picture file,.tga,Misc file extensions,Unknown
Systems Management Server client/server component status file,.svf,Misc file extensions,Unknown
Sony PlayStation patch,.ppf,Misc file extensions,Unknown
Arc Standard Raster Product file,.asrp,Misc file extensions,Unknown
Apple iChat file transfer file,.ichattransfer,Misc file extensions,Unknown
Black and White 2 game data script file,.chl,Misc file extensions,Unknown
FME license file,.fmelic,Misc file extensions,Unknown
Microsoft Train Simulator terrain quad tree file,.td,Misc file extensions,Unknown
Setup string and message definitions file,.lng,Misc file extensions,Unknown
Apple GarageBand file,.emd1,Misc file extensions,Unknown
GNU Emacs configuration record file,.rc,Misc file extensions,Unknown
UTM Universe Polar Stereographic file,.usrp,Misc file extensions,Unknown
Egrid32 grid file format file,.cgf,Misc file extensions,Unknown
Data Fellows secure shell document file,.ssh,Misc file extensions,Unknown
Axialis Screensaver Producer file,.pss,Misc file extensions,Unknown
regify encrypted message,.rgf,Misc file extensions,Unknown
Panther project file,.pnt,Misc file extensions,Unknown
FormWare job file,.jfd,Misc file extensions,Unknown
Rhino 3D toolbar collection file,.rtb,Misc file extensions,Unknown
Atari Jaguar BPEG graphic file,.bpg,Misc file extensions,Unknown
SageCRM component file,.ecf,Misc file extensions,Unknown
MasterCook tip file,.mtf,Misc file extensions,Unknown
My Avatar Editor character file,.mae,Misc file extensions,Unknown
Control file,.bsq,Misc file extensions,Unknown
IBM Rational ClearCase transaction file,.tjf,Misc file extensions,Unknown
Adobe InDesign file,.injb,Misc file extensions,Unknown
Atari Jaguar common object file,.cof,Misc file extensions,Unknown
Nintendo Entertainment System FamicomS emulator ROM image,.fam,Misc file extensions,Unknown
Microsoft Enterprise Voice Route Helper data,.rtda,Misc file extensions,Unknown
Roxio Creator project file,.rox,Misc file extensions,Unknown
Xorist Ransomware affected file,.PoAr2w,Misc file extensions,Unknown
S2TC compressed surface texture file,.dxt3,Misc file extensions,Unknown
Apple DocViewer file,.onpf,Misc file extensions,Unknown
Front Panel Designer project file,.fpp,Misc file extensions,Unknown
Pegasus Mail IMAP message flag status,.pnm,Misc file extensions,image/x-portable-anymap
IP-EPS file,.rll,Misc file extensions,Unknown
Symantec Procomm Plus history file,.hst,Misc file extensions,Unknown
MacDOS file,.mdos,Misc file extensions,Unknown
SeeYou waypoint file,.da4,Misc file extensions,Unknown
Shorten audio file seek table file,.skt,Misc file extensions,application/vnd.koan
StoryMill project file,.storymill,Misc file extensions,Unknown
PatentEase file,.pe,Misc file extensions,Unknown
SleepScan and Ceegraph stores technician user comments,.mrk,Misc file extensions,Unknown
Ingres Modify Table/Index file,.m??,Misc file extensions,Unknown
Apple Mail file,.ewsmbox,Misc file extensions,Unknown
Microsoft Linker ordering instructions,.seg,Misc file extensions,Unknown
Nokia PPM flash file,.ppm_b,Misc file extensions,Unknown
Milinta APL Transfer Function file,.xmf,Misc file extensions,Unknown
GLPK MPS mathematical program file,.mps,Misc file extensions,Unknown
Screen resource string file,.srs,Misc file extensions,Unknown
AOL Instant Messenger graphic file,.a11,Misc file extensions,Unknown
RenderMan shader source,.sl,Misc file extensions,text/vnd.wap.sl
Greeting Card Creator project file,.gcf,Misc file extensions,Unknown
X-Windows for Mac dump file,.xdma,Misc file extensions,Unknown
Faxit phone book file,.pbd,Misc file extensions,application/vnd.powerbuilder6
Notepad 2004 file,.asv,Misc file extensions,Unknown
WINDEV controls styles description,.gab,Misc file extensions,Unknown
SymbianOS Printer resource file,.pdr,Misc file extensions,Unknown
DigitalMedia project file,.sonic,Misc file extensions,Unknown
WriteNow file,.nx^2,Misc file extensions,Unknown
Hard Disk Toolkit for Apple Macintosh file,.hdt2,Misc file extensions,Unknown
DigiBooster Pro tracker MOD file,.dbm,Misc file extensions,Unknown
AquesTone Vocal Synthesizer syllable file,.koe,Misc file extensions,Unknown
